x,y,vx,vy,group
6.369616873214543,2.697867137638703,-0.27924613644972246,0.41475486166879705,0
0.4097352393619469,0.16527635528529094,-0.45281232040296715,0.21204009642348448,0
8.132702392002724,9.127555772777217,0.48867537289414786,-0.10581294782192564,0
6.066357757671799,7.294965609839984,-0.46226149919909126,-0.1905631295875688,0
5.436249914654229,9.350724237877682,-0.027834543934804574,0.4992246369761226,0
8.158535541215322,0.02738500170148095,0.0261395937000668,0.4993162541327845,0
8.574042765875694,0.33585575305464355,0.3814616707448596,-0.3232444798485201,0
7.29655446429944,1.7565562060255901,0.0755183168766562,0.4942640830731249,0
8.631789223498865,5.414612202490917,0.35454120040973913,0.35256281314401433,0
2.997118905373848,4.226872211976584,-0.1192588686399829,0.4855690705252048,0
0.28319671145462966,1.2428327649956394,-0.4285643075768614,-0.25755122649905066,0
6.706244146936303,6.471895115742501,-0.47140056414838377,-0.16667785731939777,0
6.1538511148125385,3.8367755426188346,0.1832171554059161,-0.46522196204066335,0
9.97209935789211,9.8083533877623,-0.4643357277517134,-0.18545169703533773,0
6.855419844806947,6.504592762678163,-0.11953482776636827,0.4855012100405772,0
6.884467305709401,3.8892142397910376,-0.4269693472324508,0.2601868108184865,0
1.3509650502241122,7.214883401940817,0.20753360866498624,-0.45489537398668756,0
5.253543224757259,3.1024187555895564,-0.3501910845545185,-0.35688402079461345,0
4.8583535883178905,8.894878343490003,0.48356283045990783,-0.12714947501898077,0
9.340435159562496,3.5779519670907023,-0.34090718799609426,0.3657626131421795,0
5.715298307297609,3.2186939107594217,-0.4729290883597042,-0.16229010254251214,0
5.9430003019969675,3.3791122550713326,-0.41543050997894243,-0.27823998882014755,0
3.9161900052816123,8.902743520047924,0.28953270219923066,-0.40764054552658474,0
2.2715759353337974,6.231871446860424,0.3052766868741303,0.3959875559296709,0
0.8401534358238483,8.326441476533978,-0.41618863511273724,0.2771047094565462,0
7.8709830748868335,2.3936944299295213,0.422094866851299,-0.268022244184665,0
8.764842308107038,0.5856803480519435,0.481805710705348,0.13365349651885094,0
3.3611706054566035,1.5027946689483906,0.22055136525161556,-0.4487283089862377,0
4.50339366649287,7.963242702872942,-0.43098391285759374,0.2534814921408623,0
2.3064220899374743,0.5202130106440961,0.24033702624209402,-0.4384496707914228,0
4.0455183982152825,1.9851304450925533,0.4990223073129577,0.03125278874039864,1
0.907530456191219,5.803323859868507,-0.3307646915163163,0.3749596229544137,1
2.986961328189226,6.719948779563594,0.440210485327078,0.23709645422928288,1
1.995154439682133,9.421131105064978,-0.2872080567739226,-0.409281727083127,1
3.6511016824482856,1.0549527957022953,-0.07464407001306671,0.4943968677205433,1
6.291081515397092,9.271545530678674,-0.14656347113136725,-0.4780367652492064,1
4.40377154715784,9.545904936907373,0.46915156300941846,-0.17290694296591932,1
4.99895813687647,4.252286248490755,0.3494938489857313,0.3575668462275814,1
6.202134520153778,9.950965052353242,0.330133155499497,-0.3755157781504592,1
9.489436749377653,4.60045139309096,0.4655053141635171,0.18249603416382842,1
7.5772884530829145,4.9742269548761895,-0.36613706655478895,0.3405049904107927,1
5.293121601967704,7.857857007138075,-0.4521108490209292,0.21353168429433275,1
4.146558493556708,7.344835717887293,-0.4987733882202483,0.035001531442116735,1
7.111428779897499,9.320596866133782,0.4945419781899094,-0.07367653498917517,1
1.149326332809052,7.290151170763094,0.08036118571154784,-0.4934998275896701,1
9.2742392862456,9.679261899246464,-0.1807199419234266,0.46619770762112644,1
0.14706304965369288,8.636400902455758,-0.06215787366182293,0.4961213548536697,1
9.811950400663443,9.572101796109635,0.32620315184793397,-0.3789346958573122,1
1.487640122324979,9.726288138229549,0.3672831527708565,-0.3392684566691983,1
8.899355557205206,8.223738275430705,-0.49886908112473655,-0.033610116003385655,1
4.799879238078322,2.3237291963930384,-0.27920900571648644,0.41477985863203515,1
8.018805787183078,9.235301597834695,0.4997450567262389,-0.015964907694322465,1
2.661302722922926,5.389344076221869,-0.20129088033862527,0.4576920159807261,1
4.4275282897453145,9.31017315981155,0.20514890066441913,0.4559757982132169,1
0.40510711188434634,7.320061956565608,0.3646952609811865,-0.3420487781265477,1
6.143732469489967,0.28365365113521057,0.19086386466545519,-0.4621374093978617,1
7.192197728267403,0.15991729523571974,-0.24666595021453513,-0.4349205778125018,1
7.579510023564281,5.1275872326207805,0.48302814265990573,-0.12916583680881633,1
9.291042207970062,0.6608249672407474,0.44651793639249654,-0.22499273872680076,1
8.413172796123833,0.666900087671014,-0.005502378093339604,-0.4999697229186163,1
